-1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-2
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-1
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-1
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,-1
0,-2
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,-1
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
-1,1
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
-2,1
-1,1
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
-1,-1
-1,1
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
-2,-1
-2,0
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
-2,0
-2,0
-2,-1
-1,-1
0,0
0,0
0,0
0,0
0,0
-1,1
-1,0
-1,0
-1,-1
0,0
0,0
0,0
0,0
0,0
-1,2
-2,1
-2,1
-2,0
-1,0
0,0
0,0
0,0
0,0
1,1
-1,0
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
2,1
0,1
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
1,-1
0,1
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
1,-2
1,0
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,-1
1,0
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,-2
0,-1
-1,0
-1,0
-1,0
0,0
0,0
0,0
0,0
0,-2
0,-2
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
0,-1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,1
0,-1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,1
0,-1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
-2,1
-1,0
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,0
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
1,0
-1,0
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,0
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,1
-1,0
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,2
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
1,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
0,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,-1
-1,1
-1,-1
-1,0
-1,0
0,0
0,0
0,0
0,0
-1,-2
-2,0
-2,-1
-2,-1
-2,-1
-1,-1
0,0
0,0
0,0
0,-2
-1,-1
-1,0
-1,0
-1,0
-1,-1
0,0
0,0
0,0
1,-1
-1,-1
-1,0
-1,0
-1,0
-1,-1
0,0
0,0
0,0
1,-2
0,-2
-1,-1
-1,0
-1,0
-1,-1
0,0
0,0
0,0
1,-1
0,-1
-1,-1
-1,0
-1,0
-1,-1
0,0
0,0
0,0
2,-1
1,-2
0,-2
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
0,-1
0,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
2,1
1,0
0,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
2,0
2,0
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
1,0
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
-1,0
1,0
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
1,0
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,1
1,0
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,2
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,0
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
-1,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,-1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,0
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
1,1
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,2
2,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
-1,1
2,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,1
2,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
2,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,2
3,3
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
3,3
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
2,1
4,4
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
4,4
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
-1,0
4,4
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
4,4
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,-1
4,4
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,-2
4,3
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,-1
4,3
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,-2
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,0
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,0
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,-1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,-1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,-1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
1,-1
5,2
1,-1
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
2,-1
6,1
6,0
4,-1
2,-1
0,-2
0,-1
0,0
0,0
1,-1
1,0
1,0
1,0
1,0
0,-1
0,-1
0,0
0,0
1,-2
2,-1
2,-1
2,-1
2,-1
1,-2
1,-2
1,-1
0,0
1,-1
1,0
1,0
1,0
1,0
0,-1
0,-1
1,-1
0,0
1,-2
2,-1
2,-1
2,-1
2,-1
1,-2
1,-2
2,-2
0,0
0,-2
1,-1
1,0
1,0
1,0
0,-1
0,-1
2,-2
0,0
-1,-1
1,-1
1,0
1,0
1,0
0,-1
0,-1
2,-2
0,0
-2,-1
0,-2
1,-1
1,0
1,0
0,-1
0,-1
2,-2
0,0
-1,-1
0,-1
1,-1
1,0
1,0
0,-1
0,-1
2,-2
0,0
-1,-2
-1,-2
0,-2
1,-1
1,0
0,-1
0,-1
2,-2
0,0
0,0
0,-1
0,-1
1,-1
1,0
0,-1
0,-1
2,-2
0,0
-1,0
0,-1
0,-1
1,-1
1,0
0,-1
0,-1
2,-2
0,0
-1,-1
0,-1
0,-1
1,-1
1,0
0,-1
0,-1
2,-2
0,0
-2,-1
-1,-2
-1,-2
0,-2
1,-1
0,-1
0,-1
2,-2
0,0
0,0
0,-1
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
1,0
0,-1
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
1,1
0,-1
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
1,2
1,0
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-1,1
1,0
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-2,1
0,1
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-1,-1
0,1
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-1,-2
-1,0
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-1,-1
-1,0
0,-1
0,-1
1,-1
0,-1
0,-1
2,-2
0,0
-2,-1
-2,-1
-1,-2
-1,-2
0,-2
0,-2
0,-2
2,-3
0,0
-1,-1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
2,-3
0,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
2,-3
0,0
-1,1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
2,-3
0,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
2,-3
0,0
-1,-1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
2,-3
0,0
-2,-1
-2,-1
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
1,-4
1,-3
-2,0
-2,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,0
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,-1
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-2,0
-2,0
-2,-1
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,1
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,2
-2,1
-2,1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
-1,2
-2,1
-2,1
-2,1
-1,0
0,-1
0,-1
0,-1
0,-1
0,0
-1,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
1,0
-1,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,0
-1,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
1,0
-1,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
2,0
0,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
1,-1
0,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
-1,-1
0,0
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
-1,-2
-1,-1
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-2
-1,-2
-2,-1
-2,-1
-2,-1
-1,-2
-1,-2
-1,-2
-1,-2
1,-1
0,-1
-1,0
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
1,-2
1,-2
0,-1
-1,0
-1,0
0,-1
0,-1
0,-1
0,-1
0,-2
0,-2
0,-2
-1,-1
-1,0
0,-1
0,-1
0,-1
0,-1
1,-1
0,-1
0,-1
-1,-1
-1,0
0,-1
0,-1
0,-1
0,-1
1,-2
1,-2
1,-2
0,-2
-1,-1
0,-1
0,-1
0,-1
0,-1
1,-1
0,-1
0,-1
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
2,-1
1,-2
1,-2
1,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-2,-1
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-2,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,2
-2,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,0
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,-1
-1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,-2
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,0
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,1
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,1
0,-1
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
2,1
1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,1
1,0
-1,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,2
2,1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,0
1,0
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,0
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-2
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,-1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,0
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,0
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
1,1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,1
1,-1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,2
1,0
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,2
1,1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
0,2
1,2
1,1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
0,1
1,1
0,-1
0,-1
0,-1
0,-1
0,-1
0,-1
-2,1
-1,2
0,2
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
-2,0
-1,1
0,1
0,0
0,-1
0,-1
0,-1
0,-1
0,-1
-1,1
